+-------+-------------------------+------+
| Rank  | Player                  | VINs |
|   804 | shanahan05              |    7 |
|   805 | YtErN95                 |    7 |
|   806 | jannik99                |    7 |
|   807 | petern                  |    7 |
|   808 | mikey 1990              |    7 |
|   809 | ledzz                   |    7 |
|   810 | Jos[NL]                 |    7 |
|   811 | Palenka                 |    7 |
|   812 | teodor                  |    7 |
|   813 | kyllone                 |    7 |
|   814 | pipejanino              |    7 |
|   815 | pirou                   |    7 |
|   816 | ninionorte              |    7 |
|   817 | watergun                |    7 |
|   818 | slamza.                 |    7 |
|   819 | tnt25                   |    7 |
|   820 | smime                   |    7 |
|   821 | sheepy20                |    7 |
|   822 | vodarikos               |    7 |
|   823 | stunter90               |    7 |
|   824 | kozo76                  |    7 |
|   825 | omegaroon               |    7 |
|   826 | timo-gt3-jr             |    7 |
|   827 | napolean                |    7 |
|   828 | drifter59ru             |    7 |
|   829 | realslap                |    7 |
|   830 | rob1                    |    7 |
|   831 | sgtcox                  |    7 |
|   832 | -ahrick                 |    7 |
|   833 | ckrudelux               |    7 |
|   834 | jiri-99                 |    7 |
|   835 | exact200sx              |    7 |
|   836 | paweu                   |    7 |
|   837 | lycz                    |    7 |
|   838 | toriboy                 |    7 |
|   839 | ynot462                 |    7 |
|   840 | lgrhacking              |    7 |
|   841 | tiagox                  |    7 |
|   842 | graphiikkid             |    7 |
|   843 | borislavb               |    7 |
|   844 | joeyjordan2013          |    7 |
|   845 | nano902                 |    7 |
|   846 | thomas06                |    7 |
|   847 | mdeulook                |    7 |
|   848 | w.f.o                   |    7 |
|   849 | star racing tm          |    7 |
|   850 | skateur95               |    7 |
|   851 | aly3rbe                 |    7 |
|   852 | i_dmar                  |    7 |
|   853 | nothjarnan              |    7 |
|   854 | street_dr1fter          |    7 |
|   855 | greatalando             |    7 |
|   856 | petr1989                |    7 |
|   857 | remitestg27             |    7 |
|   858 | cepackapl               |    7 |
|   859 | s53221271               |    7 |
|   860 | jeffreymoll             |    7 |
|   861 | king_badr               |    7 |
|   862 | narrow                  |    7 |
|   863 | zagrajmer404            |    7 |
|   864 | ganov14                 |    7 |
|   865 | 35ae436                 |    7 |
|   866 | king-_-g27              |    7 |
|   867 | jusrus                  |    7 |
|   868 | masterskruf             |    7 |
|   869 | imadethistodownloadlfs  |    7 |
|   870 | xxbythomassxx           |    7 |
|   871 | banterwagon             |    7 |
|   872 | nofear85                |    7 |
|   873 | pepsiflyeah             |    7 |
|   874 | joako_12                |    7 |
|   875 | lowriders               |    7 |
|   876 | rafael_heidy            |    7 |
|   877 | meshoo121               |    7 |
|   878 | heiti3                  |    7 |
|   879 | teppari                 |    7 |
|   880 | vitx                    |    7 |
|   881 | v8-n6l                  |    7 |
|   882 | httdarklink             |    7 |
|   883 | miksuriina              |    7 |
|   884 | SKEETE                  |    7 |
|   885 | kamogawa kamo           |    7 |
|   886 | kamilgt45               |    7 |
|   887 | atthis                  |    7 |
|   888 | wayback                 |    7 |
|   889 | killerman121            |    7 |
|   890 | thesfgamer1337          |    7 |
|   891 | mst83d                  |    7 |
|   892 | b_44777                 |    7 |
|   893 | mai701                  |    7 |
|   894 | driloniloni110          |    7 |
|   895 | rb26dettlove            |    7 |
|   896 | porsche_tune            |    7 |
|   897 | twinyskyline            |    7 |
|   898 | rosewood2               |    7 |
|   899 | Dennis-1994             |    7 |
|   900 | ataslfs24               |    7 |
|   901 | enturba2-arg            |    7 |
|   902 | aaron_gamer13           |    7 |
|   903 | swatguy                 |    7 |
|   904 | classic_lfs             |    7 |
|   905 | theverybigtallman       |    7 |
|   906 | pro player128           |    7 |
|   907 | i.erkin                 |    7 |
|   908 | some idiot              |    7 |
|   909 | lipekpl                 |    7 |
|   910 | by_zgr                  |    7 |
|   911 | mattia88                |    7 |
|   912 | -t2-                    |    7 |
|   913 | dmrz                    |    7 |
|   914 | volvobk                 |    7 |
|   915 | sranec123               |    7 |
|   916 | furkanaydn              |    7 |
|   917 | specdo                  |    7 |
|   918 | danirs                  |    7 |
|   919 | johnt2005               |    7 |
|   920 | meep321                 |    7 |
|   921 | staticpulse66           |    7 |
|   922 | 35dc4419                |    7 |
|   923 | eliasad                 |    7 |
|   924 | bender1996              |    7 |
|   925 | honza1                  |    7 |
|   926 | goncalovidigal          |    7 |
|   927 | noupdates               |    7 |
|   928 | favow                   |    7 |
|   929 | snowzombeh              |    7 |
|   930 | i carnt spe1l           |    7 |
|   931 | oscard                  |    7 |
|   932 | sealion                 |    7 |
|   933 | herjoe                  |    7 |
|   934 | xxx                     |    7 |
|   935 | aadis                   |    7 |
|   936 | kamicabron              |    7 |
|   937 | notraii                 |    7 |
|   938 | norvegas1997            |    7 |
|   939 | freekillgta             |    7 |
|   940 | komunist                |    7 |
|   941 | chaos617                |    7 |
|   942 | oliwier3                |    7 |
|   943 | akumaz                  |    7 |
|   944 | reayman96               |    7 |
|   945 | calamityyy              |    7 |
|   946 | luke_scottex            |    7 |
|   947 | nvr2lo                  |    7 |
|   948 | hubercik.               |    7 |
|   949 | dirksu                  |    7 |
|   950 | B!ll [cz]               |    7 |
|   951 | batekris07              |    7 |
|   952 | mra1                    |    7 |
|   953 | roby10                  |    7 |
|   954 | monsterr6116            |    7 |
|   955 | maatthieu01             |    7 |
|   956 | tpebomah                |    7 |
|   957 | mamba824                |    7 |
|   958 | batya123                |    7 |
|   959 | tunalfs                 |    7 |
|   960 | dynostics               |    7 |
|   961 | astraxan                |    7 |
|   962 | cathal50cc              |    7 |
|   963 | umutturan               |    7 |
|   964 | pandolux0               |    7 |
|   965 | burgazada               |    7 |
|   966 | donnyrg                 |    7 |
|   967 | hakan0133               |    7 |
|   968 | sadecealpha             |    7 |
|   969 | alper0731               |    7 |
|   970 | owokesha                |    7 |
|   971 | mrjoao007               |    7 |
|   972 | dalibot26               |    7 |
|   973 | canary_racer            |    7 |
|   974 | shrnn                   |    7 |
|   975 | salmann                 |    7 |
|   976 | acidboy                 |    7 |
|   977 | sh4mall-                |    7 |
|   978 | yuzzo                   |    7 |
|   979 | rich-add                |    7 |
|   980 | marijamopleenjoyer      |    7 |
|   981 | lord_d_d                |    7 |
|   982 | koles799                |    7 |
|   983 | noah dorifto            |    7 |
|   984 | nebbra                  |    7 |
|   985 | dynos                   |    7 |
|   986 | silver razor            |    7 |
|   987 | mtechnical              |    7 |
|   988 | cionada                 |    7 |
|   989 | biggie48                |    7 |
|   990 | retror32                |    7 |
|   991 | Relic-Pro2k             |    7 |
|   992 | melihrg                 |    7 |
|   993 | camerontinkler          |    7 |
|   994 | -liberto-               |    7 |
|   995 | EveningStar             |    7 |
|   996 | sanner HUN              |    7 |
|   997 | Bass-Driver             |    7 |
|   998 | SHVAYA                  |    7 |
|   999 | silverracer             |    7 |
|  1000 | RObinho95               |    7 |
|  1001 | c00kie                  |    7 |
|  1002 | 4Stroke2Slow            |    7 |
|  1003 | MaxHeadroom             |    7 |
|  1004 | xtremeracer83           |    7 |
|  1005 | M0rV                    |    7 |
|  1006 | Semmelling              |    7 |
|  1007 | PtitBlue                |    6 |
|  1008 | Rynno666                |    6 |
|  1009 | SF-TurdTron             |    6 |
|  1010 | HAJDZiK1987             |    6 |
|  1011 | Corey-21                |    6 |
|  1012 | fasturtle               |    6 |
|  1013 | thijs-boy               |    6 |
|  1014 | Petux                   |    6 |
|  1015 | mikebez                 |    6 |
|  1016 | knowhow                 |    6 |
|  1017 | martzz                  |    6 |
|  1018 | Mullwar                 |    6 |
|  1019 | DJmad                   |    6 |
|  1020 | Nammi                   |    6 |
|  1021 | krieger2fast4u          |    6 |
