Date      | ID    | Username           | Total Money  |Total Distance|  Today Money | Today Distance
2025-12-07|       |                    |     69,940 $ |    54,521 km |     -83,299 $ |    143 km
2025-12-13|       |                    |     82,254 $ |    54,812 km |       3,367 $ |     63 km
2025-12-14|       |                    |     86,169 $ |    54,912 km |       2,815 $ |    100 km
2025-12-15|       |                    |     46,023 $ |    54,976 km |     -43,564 $ |     64 km
2025-12-16|       |                    |     46,676 $ |    55,204 km |         398 $ |    228 km
2025-12-17|       |                    |     53,518 $ |    55,405 km |       5,424 $ |    201 km
2025-12-18|       |                    |     56,906 $ |    55,809 km |       2,624 $ |    404 km
2025-12-19|       |                    |     58,010 $ |    56,112 km |         763 $ |    303 km
2025-12-20|       |                    |     48,393 $ |    56,434 km |     -10,470 $ |    322 km
2025-12-21|       |                    |     50,277 $ |    56,585 km |         857 $ |    151 km
2025-12-22|       |                    |     55,058 $ |    56,935 km |       3,860 $ |    350 km
2025-12-23|       |                    |     52,245 $ |    57,288 km |      -3,841 $ |    350 km
2025-12-24|       |                    |     54,498 $ |    57,691 km |       1,837 $ |    403 km
2025-12-25|       |                    |     53,410 $ |    58,124 km |      -1,332 $ |    430 km
2025-12-26|       |                    |     59,353 $ |    58,326 km |       5,784 $ |    202 km
2025-12-27|       |                    |     67,819 $ |    58,576 km |       7,654 $ |    250 km
2025-12-28|       |                    |     67,405 $ |    58,791 km |      -1,000 $ |    215 km
2025-12-29|       |                    |     67,288 $ |    59,160 km |      -2,306 $ |    301 km
2025-12-30|       |                    |     77,841 $ |    59,387 km |      10,558 $ |    226 km
2025-12-31|       |                    |     79,759 $ |    59,477 km |       1,694 $ |     89 km

2026-01-01|       |                    |     87,744 $ |    59,849 km |       7,817 $ |    371 km
2026-01-02|       |                    |     92,217 $ |    60,000 km |       3,750 $ |    147 km
2026-01-03|       |                    |    104,678 $ |    60,334 km |      12,281 $ |    327 km
2026-01-04|       |                    |    108,239 $ |    60,508 km |       3,118 $ |    173 km
2026-01-05|       |                    |    110,706 $ |    60,807 km |       1,123 $ |    296 km
2026-01-07|       |                    |    116,576 $ |    61,059 km |       3,634 $ |    169 km
2026-01-08|       |                    |    117,980 $ |    61,090 km |         889 $ |     25 km
2026-01-10|       |                    |    124,052 $ |    61,398 km |       5,526 $ |    308 km
2026-01-11|       |                    |    127,027 $ |    61,565 km |       2,975 $ |    167 km
2026-01-12|       |                    |    127,931 $ |    61,603 km |         558 $ |     37 km
2026-01-13|       |                    |    128,780 $ |    61,627 km |         125 $ |     18 km
2026-01-14|       |                    |    129,190 $ |    61,639 km |          32 $ |      7 km
2026-01-15|       |                    |    129,584 $ |    61,738 km |         133 $ |     96 km
2026-01-16|       |                    |    126,444 $ |    61,785 km |      -3,243 $ |     47 km
2026-01-17|       |                    |    126,561 $ |    61,860 km |         -18 $ |     75 km
2026-01-18|       |                    |    126,917 $ |    61,943 km |         -62 $ |     82 km
2026-01-19|       |                    |    127,223 $ |    61,997 km |        -121 $ |     52 km
2026-01-20|       |                    |    129,102 $ |    62,031 km |       1,550 $ |     34 km
2026-01-21|       |                    |    131,069 $ |    62,075 km |       1,661 $ |     44 km
2026-01-22|       |                    |    132,769 $ |    62,108 km |       1,204 $ |     32 km
2026-01-23|       |                    |    132,875 $ |    62,171 km |        -630 $ |     63 km
2026-01-24|       |                    |    135,381 $ |    62,326 km |       2,384 $ |    155 km
2026-01-25|       |                    |    137,526 $ |    62,458 km |       1,920 $ |    130 km
2026-01-26|       |                    |    136,980 $ |    62,474 km |        -686 $ |     16 km
2026-01-27|       |                    |    137,819 $ |    62,478 km |          69 $ |      0 km
2026-01-29|       |                    |    139,155 $ |    62,486 km |         539 $ |      5 km
2026-01-30|       |                    |    138,110 $ |    62,580 km |      -1,158 $ |     94 km
2026-01-31|       |                    |    138,080 $ |    62,704 km |          78 $ |    116 km

2026-02-01|       |                    |    136,940 $ |    62,786 km |      -1,332 $ |     82 km
2026-02-02|       |                    |    137,867 $ |    62,793 km |         350 $ |      7 km
2026-02-03|       |                    |    136,886 $ |    62,818 km |      -1,212 $ |     25 km
2026-02-04|       |                    |    137,237 $ |    62,846 km |          48 $ |     28 km
2026-02-05|       |                    |    137,385 $ |    62,852 km |          31 $ |      1 km
2026-02-06|       |                    |    138,554 $ |    62,921 km |         554 $ |     67 km
2026-02-07|       |                    |    113,418 $ |    63,170 km |     -25,295 $ |    242 km
2026-02-08|       |                    |    114,324 $ |    63,251 km |         776 $ |     70 km
2026-02-09|       |                    |    114,714 $ |    63,291 km |         146 $ |     39 km
2026-02-10|       |                    |    114,947 $ |    63,295 km |           0 $ |      0 km
2026-02-11|       |                    |    114,857 $ |    63,321 km |        -298 $ |     25 km
2026-02-12|       |                    |    116,083 $ |    63,367 km |         835 $ |     45 km
2026-02-13|       |                    |    117,638 $ |    63,399 km |       1,270 $ |     29 km
2026-02-14|       |                    |    112,991 $ |    63,433 km |      -4,840 $ |     33 km
2026-02-15|       |                    |    117,425 $ |    63,552 km |       4,304 $ |    118 km
2026-02-16|       |                    |    118,408 $ |    63,558 km |          71 $ |      4 km
2026-02-17|       |                    |    119,240 $ |    63,563 km |         136 $ |      5 km
2026-02-18|       |                    |    120,046 $ |    63,564 km |          93 $ |      1 km
2026-02-19|       |                    |    120,664 $ |    63,578 km |        -114 $ |     14 km
2026-02-20|       |                    |    121,354 $ |    63,598 km |         338 $ |     20 km
2026-02-22|       |                    |    124,130 $ |    63,690 km |       1,158 $ |     43 km
2026-02-23|       |                    |    125,170 $ |    63,706 km |         371 $ |     16 km
2026-02-25|       |                    |    127,315 $ |    63,782 km |       1,525 $ |     76 km
2026-02-26|       |                    |    127,805 $ |    63,802 km |         371 $ |     20 km
2026-02-27|       |                    |    128,775 $ |    63,817 km |         723 $ |     12 km
2026-02-28|       |                    |    129,812 $ |    63,827 km |         996 $ |      9 km

2026-03-01|       |                    |    130,045 $ |    63,829 km |           0 $ |      0 km
2026-03-03|       |                    |    131,570 $ |    63,871 km |         797 $ |     37 km
2026-03-04|       |                    |    131,838 $ |    63,871 km |           0 $ |      0 km
2026-03-05|       |                    |    132,442 $ |    63,938 km |         414 $ |     66 km
2026-03-06|       |                    |    132,804 $ |    63,999 km |         285 $ |     58 km
2026-03-07|       |                    |    136,029 $ |    64,124 km |       2,884 $ |    121 km
2026-03-08|       |                    |    138,051 $ |    64,259 km |       1,300 $ |    130 km
2026-03-09|       |                    |    138,364 $ |    64,278 km |        -105 $ |     19 km
2026-03-10|       |                    |    139,064 $ |    64,330 km |         313 $ |     45 km
2026-03-11|       |                    |    139,781 $ |    64,352 km |         385 $ |     17 km
2026-03-12|       |                    |    140,595 $ |    64,383 km |         359 $ |     28 km
2026-03-13|       |                    |    141,588 $ |    64,472 km |         842 $ |     89 km
2026-03-14|       |                    |    144,512 $ |    64,631 km |       2,730 $ |    158 km
2026-03-15|       |                    |    149,589 $ |    64,810 km |       4,974 $ |    176 km
2026-03-16|       |                    |    149,469 $ |    64,846 km |        -192 $ |     34 km
2026-03-17|       |                    |    149,523 $ |    64,908 km |        -402 $ |     57 km
2026-03-18|       |                    |    152,583 $ |    64,941 km |       2,952 $ |     30 km
2026-03-19|       |                    |    153,506 $ |    64,985 km |         634 $ |     37 km
2026-03-20|       |                    |    154,897 $ |    65,025 km |       1,264 $ |     33 km
2026-03-22|       |                    |    155,770 $ |    65,065 km |         554 $ |     39 km
2026-03-24|       |                    |    155,913 $ |    65,079 km |        -124 $ |      7 km
2026-03-25|       |                    |    155,906 $ |    65,093 km |        -136 $ |      4 km
2026-03-26|       |                    |    156,325 $ |    65,098 km |         117 $ |      4 km
2026-03-27|       |                    |    157,708 $ |    65,171 km |         484 $ |     67 km
2026-03-28|       |                    |    159,488 $ |    65,380 km |       1,662 $ |    204 km
